Source: Wittgenstein Centre for Demography and Global Human Capital (2018). Wittgenstein Centre Data Explorer Version 2.0
Available at: www.wittgensteincentre.org/dataexplorer 

""
"Age-Specific Survival Ratio by Education"
"Survivorship of population in a particular education group and by five-year age group. Available by level of educational attainment, in all scenarios, and at all geographical scales. It is expressed as a percentage."
"Multiple Scenarios"
" "
"Scenario","Area","Period","Age","Sex","Education","Ratio"
"SSP1","Zambia","2050-2055","50--54","Male","No Education",96.2
"SSP1","Zambia","2055-2060","50--54","Male","No Education",96.5
"SSP1","Zambia","2060-2065","50--54","Male","No Education",90.9
"SSP1","Zambia","2065-2070","50--54","Male","No Education",91.2
"SSP1","Zambia","2070-2075","50--54","Male","No Education",91.6
"SSP1","Zambia","2015-2020","55--59","Male","No Education",88.8
"SSP1","Zambia","2020-2025","55--59","Male","No Education",91.7
"SSP1","Zambia","2025-2030","55--59","Male","No Education",92.1
"SSP1","Zambia","2030-2035","55--59","Male","No Education",92.5
"SSP1","Zambia","2035-2040","55--59","Male","No Education",93
"SSP1","Zambia","2040-2045","55--59","Male","No Education",93.5
"SSP1","Zambia","2045-2050","55--59","Male","No Education",94
"SSP1","Zambia","2050-2055","55--59","Male","No Education",94.4
"SSP1","Zambia","2055-2060","55--59","Male","No Education",94.9
"SSP1","Zambia","2060-2065","55--59","Male","No Education",88.9
"SSP1","Zambia","2065-2070","55--59","Male","No Education",89.1
"SSP1","Zambia","2070-2075","55--59","Male","No Education",89.4
"SSP1","Zambia","2015-2020","60--64","Male","No Education",85
"SSP1","Zambia","2020-2025","60--64","Male","No Education",87.7
"SSP1","Zambia","2025-2030","60--64","Male","No Education",88.2
"SSP1","Zambia","2030-2035","60--64","Male","No Education",88.7
"SSP1","Zambia","2035-2040","60--64","Male","No Education",89.3
"SSP1","Zambia","2040-2045","60--64","Male","No Education",90
"SSP1","Zambia","2045-2050","60--64","Male","No Education",90.7
"SSP1","Zambia","2050-2055","60--64","Male","No Education",91.5
"SSP1","Zambia","2055-2060","60--64","Male","No Education",92.1
"SSP1","Zambia","2060-2065","60--64","Male","No Education",85.1
"SSP1","Zambia","2065-2070","60--64","Male","No Education",85.3
"SSP1","Zambia","2070-2075","60--64","Male","No Education",85.5
"SSP1","Zambia","2015-2020","65--69","Male","No Education",79.2
"SSP1","Zambia","2020-2025","65--69","Male","No Education",82.1
"SSP1","Zambia","2025-2030","65--69","Male","No Education",82.8
"SSP1","Zambia","2030-2035","65--69","Male","No Education",83.5
"SSP1","Zambia","2035-2040","65--69","Male","No Education",84.2
"SSP1","Zambia","2040-2045","65--69","Male","No Education",85.1
"SSP1","Zambia","2045-2050","65--69","Male","No Education",86
"SSP1","Zambia","2050-2055","65--69","Male","No Education",86.9
"SSP1","Zambia","2055-2060","65--69","Male","No Education",87.8
"SSP1","Zambia","2060-2065","65--69","Male","No Education",79.3
"SSP1","Zambia","2065-2070","65--69","Male","No Education",79.5
"SSP1","Zambia","2070-2075","65--69","Male","No Education",79.7
"SSP1","Zambia","2015-2020","70--74","Male","No Education",70.6
"SSP1","Zambia","2020-2025","70--74","Male","No Education",74.1
"SSP1","Zambia","2025-2030","70--74","Male","No Education",75
"SSP1","Zambia","2030-2035","70--74","Male","No Education",75.9
"SSP1","Zambia","2035-2040","70--74","Male","No Education",76.8
"SSP1","Zambia","2040-2045","70--74","Male","No Education",78
"SSP1","Zambia","2045-2050","70--74","Male","No Education",79.2
"SSP1","Zambia","2050-2055","70--74","Male","No Education",80.2
"SSP1","Zambia","2055-2060","70--74","Male","No Education",81.3
"SSP1","Zambia","2060-2065","70--74","Male","No Education",70.8
"SSP1","Zambia","2065-2070","70--74","Male","No Education",71
"SSP1","Zambia","2070-2075","70--74","Male","No Education",71.2
"SSP1","Zambia","2015-2020","75--79","Male","No Education",58.8
"SSP1","Zambia","2020-2025","75--79","Male","No Education",62.8
"SSP1","Zambia","2025-2030","75--79","Male","No Education",63.9
"SSP1","Zambia","2030-2035","75--79","Male","No Education",65.1
"SSP1","Zambia","2035-2040","75--79","Male","No Education",66.5
"SSP1","Zambia","2040-2045","75--79","Male","No Education",68.1
"SSP1","Zambia","2045-2050","75--79","Male","No Education",69.6
"SSP1","Zambia","2050-2055","75--79","Male","No Education",70.9
"SSP1","Zambia","2055-2060","75--79","Male","No Education",72.2
"SSP1","Zambia","2060-2065","75--79","Male","No Education",59.1
"SSP1","Zambia","2065-2070","75--79","Male","No Education",59.3
"SSP1","Zambia","2070-2075","75--79","Male","No Education",59.6
"SSP1","Zambia","2015-2020","80--84","Male","No Education",44
"SSP1","Zambia","2020-2025","80--84","Male","No Education",48.4
"SSP1","Zambia","2025-2030","80--84","Male","No Education",49.7
"SSP1","Zambia","2030-2035","80--84","Male","No Education",51.2
"SSP1","Zambia","2035-2040","80--84","Male","No Education",53
"SSP1","Zambia","2040-2045","80--84","Male","No Education",55
"SSP1","Zambia","2045-2050","80--84","Male","No Education",56.9
"SSP1","Zambia","2050-2055","80--84","Male","No Education",58.5
"SSP1","Zambia","2055-2060","80--84","Male","No Education",60.2
"SSP1","Zambia","2060-2065","80--84","Male","No Education",44.4
"SSP1","Zambia","2065-2070","80--84","Male","No Education",44.7
"SSP1","Zambia","2070-2075","80--84","Male","No Education",44.9
"SSP1","Zambia","2015-2020","85--89","Male","No Education",28.6
"SSP1","Zambia","2020-2025","85--89","Male","No Education",32.7
"SSP1","Zambia","2025-2030","85--89","Male","No Education",34.2
"SSP1","Zambia","2030-2035","85--89","Male","No Education",35.7
"SSP1","Zambia","2035-2040","85--89","Male","No Education",37.5
"SSP1","Zambia","2040-2045","85--89","Male","No Education",39.7
"SSP1","Zambia","2045-2050","85--89","Male","No Education",41.8
"SSP1","Zambia","2050-2055","85--89","Male","No Education",43.7
"SSP1","Zambia","2055-2060","85--89","Male","No Education",45.6
"SSP1","Zambia","2060-2065","85--89","Male","No Education",29
"SSP1","Zambia","2065-2070","85--89","Male","No Education",29.3
"SSP1","Zambia","2070-2075","85--89","Male","No Education",29.6
"SSP1","Zambia","2015-2020","90--94","Male","No Education",16
"SSP1","Zambia","2020-2025","90--94","Male","No Education",19
"SSP1","Zambia","2025-2030","90--94","Male","No Education",20.1
"SSP1","Zambia","2030-2035","90--94","Male","No Education",21.3
"SSP1","Zambia","2035-2040","90--94","Male","No Education",22.9
"SSP1","Zambia","2040-2045","90--94","Male","No Education",24.8
"SSP1","Zambia","2045-2050","90--94","Male","No Education",26.7
"SSP1","Zambia","2050-2055","90--94","Male","No Education",28.7
"SSP1","Zambia","2055-2060","90--94","Male","No Education",30.5
"SSP1","Zambia","2060-2065","90--94","Male","No Education",16.3
"SSP1","Zambia","2065-2070","90--94","Male","No Education",16.5
"SSP1","Zambia","2070-2075","90--94","Male","No Education",16.7
"SSP1","Zambia","2015-2020","95--99","Male","No Education",8.4
"SSP1","Zambia","2020-2025","95--99","Male","No Education",9.8
"SSP1","Zambia","2025-2030","95--99","Male","No Education",10.5
"SSP1","Zambia","2030-2035","95--99","Male","No Education",11.2
"SSP1","Zambia","2035-2040","95--99","Male","No Education",12.1
"SSP1","Zambia","2040-2045","95--99","Male","No Education",13.4
"SSP1","Zambia","2045-2050","95--99","Male","No Education",14.7
"SSP1","Zambia","2050-2055","95--99","Male","No Education",16.2
"SSP1","Zambia","2055-2060","95--99","Male","No Education",17.6
"SSP1","Zambia","2060-2065","95--99","Male","No Education",8.5
"SSP1","Zambia","2065-2070","95--99","Male","No Education",8.6
"SSP1","Zambia","2070-2075","95--99","Male","No Education",8.7
"SSP1","Zambia","2015-2020","100+","Male","No Education",5.48327422530652
"SSP1","Zambia","2020-2025","100+","Male","No Education",5.7537555253511
"SSP1","Zambia","2025-2030","100+","Male","No Education",5.93453496209044
"SSP1","Zambia","2030-2035","100+","Male","No Education",6.21283995998443
"SSP1","Zambia","2035-2040","100+","Male","No Education",6.48951819409619
"SSP1","Zambia","2040-2045","100+","Male","No Education",6.9470393233417
"SSP1","Zambia","2045-2050","100+","Male","No Education",7.49744322577332
"SSP1","Zambia","2050-2055","100+","Male","No Education",8.13940755444679
"SSP1","Zambia","2055-2060","100+","Male","No Education",8.77344501966997
"SSP1","Zambia","2060-2065","100+","Male","No Education",5.47783717893416
"SSP1","Zambia","2065-2070","100+","Male","No Education",5.47783717893416
"SSP1","Zambia","2070-2075","100+","Male","No Education",5.47783717893416
"SSP1","Zambia","2015-2020","Newborn","Female","No Education",94.4
"SSP1","Zambia","2020-2025","Newborn","Female","No Education",96.9
"SSP1","Zambia","2025-2030","Newborn","Female","No Education",97.1
"SSP1","Zambia","2030-2035","Newborn","Female","No Education",97.3
"SSP1","Zambia","2035-2040","Newborn","Female","No Education",97.4
"SSP1","Zambia","2040-2045","Newborn","Female","No Education",97.6
"SSP1","Zambia","2045-2050","Newborn","Female","No Education",97.8
"SSP1","Zambia","2050-2055","Newborn","Female","No Education",98.1
"SSP1","Zambia","2055-2060","Newborn","Female","No Education",98.3
"SSP1","Zambia","2060-2065","Newborn","Female","No Education",94.9
"SSP1","Zambia","2065-2070","Newborn","Female","No Education",95.2
"SSP1","Zambia","2070-2075","Newborn","Female","No Education",95.5
"SSP1","Zambia","2015-2020","0--4","Female","No Education",98.5
"SSP1","Zambia","2020-2025","0--4","Female","No Education",99.3
"SSP1","Zambia","2025-2030","0--4","Female","No Education",99.4
"SSP1","Zambia","2030-2035","0--4","Female","No Education",99.4
"SSP1","Zambia","2035-2040","0--4","Female","No Education",99.4
"SSP1","Zambia","2040-2045","0--4","Female","No Education",99.5
"SSP1","Zambia","2045-2050","0--4","Female","No Education",99.5
"SSP1","Zambia","2050-2055","0--4","Female","No Education",99.5
"SSP1","Zambia","2055-2060","0--4","Female","No Education",99.6
"SSP1","Zambia","2060-2065","0--4","Female","No Education",98.5
"SSP1","Zambia","2065-2070","0--4","Female","No Education",98.7
"SSP1","Zambia","2070-2075","0--4","Female","No Education",98.8
"SSP1","Zambia","2015-2020","5--9","Female","No Education",99.2
"SSP1","Zambia","2020-2025","5--9","Female","No Education",99.7
"SSP1","Zambia","2025-2030","5--9","Female","No Education",99.7
"SSP1","Zambia","2030-2035","5--9","Female","No Education",99.7
"SSP1","Zambia","2035-2040","5--9","Female","No Education",99.7
"SSP1","Zambia","2040-2045","5--9","Female","No Education",99.7
"SSP1","Zambia","2045-2050","5--9","Female","No Education",99.8
"SSP1","Zambia","2050-2055","5--9","Female","No Education",99.8
"SSP1","Zambia","2055-2060","5--9","Female","No Education",99.8
"SSP1","Zambia","2060-2065","5--9","Female","No Education",99.4
"SSP1","Zambia","2065-2070","5--9","Female","No Education",99.4
"SSP1","Zambia","2070-2075","5--9","Female","No Education",99.4
"SSP1","Zambia","2015-2020","10--14","Female","No Education",99.2
"SSP1","Zambia","2020-2025","10--14","Female","No Education",99.6
"SSP1","Zambia","2025-2030","10--14","Female","No Education",99.6
"SSP1","Zambia","2030-2035","10--14","Female","No Education",99.7
"SSP1","Zambia","2035-2040","10--14","Female","No Education",99.7
"SSP1","Zambia","2040-2045","10--14","Female","No Education",99.7
"SSP1","Zambia","2045-2050","10--14","Female","No Education",99.7
"SSP1","Zambia","2050-2055","10--14","Female","No Education",99.8
"SSP1","Zambia","2055-2060","10--14","Female","No Education",99.8
"SSP1","Zambia","2060-2065","10--14","Female","No Education",99.3
"SSP1","Zambia","2065-2070","10--14","Female","No Education",99.4
"SSP1","Zambia","2070-2075","10--14","Female","No Education",99.4
"SSP1","Zambia","2015-2020","15--19","Female","No Education",98.7
"SSP1","Zambia","2020-2025","15--19","Female","No Education",99.4
"SSP1","Zambia","2025-2030","15--19","Female","No Education",99.5
"SSP1","Zambia","2030-2035","15--19","Female","No Education",99.5
"SSP1","Zambia","2035-2040","15--19","Female","No Education",99.6
"SSP1","Zambia","2040-2045","15--19","Female","No Education",99.6
"SSP1","Zambia","2045-2050","15--19","Female","No Education",99.6
"SSP1","Zambia","2050-2055","15--19","Female","No Education",99.7
"SSP1","Zambia","2055-2060","15--19","Female","No Education",99.7
"SSP1","Zambia","2060-2065","15--19","Female","No Education",98.8
"SSP1","Zambia","2065-2070","15--19","Female","No Education",98.9
"SSP1","Zambia","2070-2075","15--19","Female","No Education",99
"SSP1","Zambia","2015-2020","20--24","Female","No Education",98.2
"SSP1","Zambia","2020-2025","20--24","Female","No Education",99.2
"SSP1","Zambia","2025-2030","20--24","Female","No Education",99.2
"SSP1","Zambia","2030-2035","20--24","Female","No Education",99.3
"SSP1","Zambia","2035-2040","20--24","Female","No Education",99.4
"SSP1","Zambia","2040-2045","20--24","Female","No Education",99.4
"SSP1","Zambia","2045-2050","20--24","Female","No Education",99.5
"SSP1","Zambia","2050-2055","20--24","Female","No Education",99.6
"SSP1","Zambia","2055-2060","20--24","Female","No Education",99.6
"SSP1","Zambia","2060-2065","20--24","Female","No Education",98.3
"SSP1","Zambia","2065-2070","20--24","Female","No Education",98.4
"SSP1","Zambia","2070-2075","20--24","Female","No Education",98.5
"SSP1","Zambia","2015-2020","25--29","Female","No Education",97.8
"SSP1","Zambia","2020-2025","25--29","Female","No Education",99
"SSP1","Zambia","2025-2030","25--29","Female","No Education",99.1
"SSP1","Zambia","2030-2035","25--29","Female","No Education",99.1
"SSP1","Zambia","2035-2040","25--29","Female","No Education",99.2
"SSP1","Zambia","2040-2045","25--29","Female","No Education",99.3
"SSP1","Zambia","2045-2050","25--29","Female","No Education",99.4
"SSP1","Zambia","2050-2055","25--29","Female","No Education",99.5
"SSP1","Zambia","2055-2060","25--29","Female","No Education",99.5
"SSP1","Zambia","2060-2065","25--29","Female","No Education",97.9
"SSP1","Zambia","2065-2070","25--29","Female","No Education",98
"SSP1","Zambia","2070-2075","25--29","Female","No Education",98.2
"SSP1","Zambia","2015-2020","30--34","Female","No Education",97.2
"SSP1","Zambia","2020-2025","30--34","Female","No Education",98.7
"SSP1","Zambia","2025-2030","30--34","Female","No Education",98.9
"SSP1","Zambia","2030-2035","30--34","Female","No Education",99
"SSP1","Zambia","2035-2040","30--34","Female","No Education",99.1
"SSP1","Zambia","2040-2045","30--34","Female","No Education",99.1
"SSP1","Zambia","2045-2050","30--34","Female","No Education",99.2
"SSP1","Zambia","2050-2055","30--34","Female","No Education",99.3
"SSP1","Zambia","2055-2060","30--34","Female","No Education",99.4
"SSP1","Zambia","2060-2065","30--34","Female","No Education",97.4
"SSP1","Zambia","2065-2070","30--34","Female","No Education",97.6
"SSP1","Zambia","2070-2075","30--34","Female","No Education",97.8
"SSP1","Zambia","2015-2020","35--39","Female","No Education",96.6
"SSP1","Zambia","2020-2025","35--39","Female","No Education",98.4
"SSP1","Zambia","2025-2030","35--39","Female","No Education",98.5
"SSP1","Zambia","2030-2035","35--39","Female","No Education",98.6
"SSP1","Zambia","2035-2040","35--39","Female","No Education",98.8
"SSP1","Zambia","2040-2045","35--39","Female","No Education",98.9
"SSP1","Zambia","2045-2050","35--39","Female","No Education",99
"SSP1","Zambia","2050-2055","35--39","Female","No Education",99.2
"SSP1","Zambia","2055-2060","35--39","Female","No Education",99.3
"SSP1","Zambia","2060-2065","35--39","Female","No Education",96.7
"SSP1","Zambia","2065-2070","35--39","Female","No Education",97
"SSP1","Zambia","2070-2075","35--39","Female","No Education",97.2
"SSP1","Zambia","2015-2020","40--44","Female","No Education",96
"SSP1","Zambia","2020-2025","40--44","Female","No Education",97.9
"SSP1","Zambia","2025-2030","40--44","Female","No Education",98.1
"SSP1","Zambia","2030-2035","40--44","Female","No Education",98.2
"SSP1","Zambia","2035-2040","40--44","Female","No Education",98.4
"SSP1","Zambia","2040-2045","40--44","Female","No Education",98.6
"SSP1","Zambia","2045-2050","40--44","Female","No Education",98.7
"SSP1","Zambia","2050-2055","40--44","Female","No Education",98.9
"SSP1","Zambia","2055-2060","40--44","Female","No Education",99
"SSP1","Zambia","2060-2065","40--44","Female","No Education",96.1
"SSP1","Zambia","2065-2070","40--44","Female","No Education",96.3
"SSP1","Zambia","2070-2075","40--44","Female","No Education",96.6
"SSP1","Zambia","2015-2020","45--49","Female","No Education",95.3
"SSP1","Zambia","2020-2025","45--49","Female","No Education",97.2
"SSP1","Zambia","2025-2030","45--49","Female","No Education",97.4
"SSP1","Zambia","2030-2035","45--49","Female","No Education",97.7
"SSP1","Zambia","2035-2040","45--49","Female","No Education",97.9
"SSP1","Zambia","2040-2045","45--49","Female","No Education",98.1
"SSP1","Zambia","2045-2050","45--49","Female","No Education",98.3
"SSP1","Zambia","2050-2055","45--49","Female","No Education",98.5
"SSP1","Zambia","2055-2060","45--49","Female","No Education",98.6
"SSP1","Zambia","2060-2065","45--49","Female","No Education",95.4
"SSP1","Zambia","2065-2070","45--49","Female","No Education",95.5
"SSP1","Zambia","2070-2075","45--49","Female","No Education",95.7
"SSP1","Zambia","2015-2020","50--54","Female","No Education",94.3
"SSP1","Zambia","2020-2025","50--54","Female","No Education",96.3
"SSP1","Zambia","2025-2030","50--54","Female","No Education",96.6
"SSP1","Zambia","2030-2035","50--54","Female","No Education",96.9
"SSP1","Zambia","2035-2040","50--54","Female","No Education",97.1
"SSP1","Zambia","2040-2045","50--54","Female","No Education",97.4
"SSP1","Zambia","2045-2050","50--54","Female","No Education",97.6
"SSP1","Zambia","2050-2055","50--54","Female","No Education",97.9
